# DataSuite 2 reference corpus – slug <TAB> reference text, sorted by slug. See README.md.
ref:zinbarg-2005	Zinbarg RE, Revelle W, Yovel I, Li W (2005). “Cronbach's α, Revelle's β, and McDonald's ωH: their relations with each other and two alternative conceptualizations of reliability.” _Psychometrika_, *70*(1), 123-133. doi:10.1007/s11336-003-0974-7
sandwich	Zeileis A, Lumley T (2026). _sandwich: Robust Covariance Matrix Estimators_. R package version {version}, <https://sandwich.R-Forge.R-project.org/>.
semTools	Jorgensen TD, Pornprasertmanit S, Schoemann AM, Rosseel Y (2026). _semTools: Useful tools for structural equation modeling_. R package version {version}, <https://CRAN.R-project.org/package=semTools>.
strucchange	Zeileis A, Leisch F, Hornik K, Kleiber C (2024). _strucchange: Testing, Monitoring, and Dating Structural Changes_. doi:10.32614/CRAN.package.strucchange <https://doi.org/10.32614/CRAN.package.strucchange>. R package version {version}.
survival	Therneau T (2026). _A Package for Survival Analysis in R_. R package version {version}, <https://CRAN.R-project.org/package=survival>.
tidyr	Wickham H, Vaughan D, Girlich M (2025). _tidyr: Tidy Messy Data_. doi:10.32614/CRAN.package.tidyr <https://doi.org/10.32614/CRAN.package.tidyr>. R package version {version}.
tseries	Trapletti A, Hornik K (2026). _tseries: Time Series Analysis and Computational Finance_. doi:10.32614/CRAN.package.tseries <https://doi.org/10.32614/CRAN.package.tseries>. R package version {version}.
# Vendored: the version below is the release tag the bundle ships from, and no runtime source agrees with it (webR.version says 0.5.10-dev, the webr R package says 0.5.9.9000). A WebR upgrade means editing it here AND moving the <Rver> segment of the PACKAGES path `refs --check` reads.
webr	Stagg G, Henry L (2026). _webr: WebR Support Package_. R package version 0.6.0, <https://github.com/r-wasm/webr>.
# Comment to ensure the last entry gets a trailing newline – the parser only sees lines ending in \n.
